notified commodity,अधिसुचीत वस्तू.,,,,,,,,,
notified panel,अधिसुचीत तज्ञगण.,,,,,,,,,
notified vacancy,अधिसुचीत रिक्त.,,,,,,,,,
noting and drafting,टिपण आनी मसुदो.,,,,,,,,,
notional pay,कल्पीत वेतन.,,,,,,,,,
notional promotion,कल्पीत बडटी.,,,,,,,,,
notegotiable,अविनिमेय.,,,,,,,,,
notegotiable instrument,अविनिमेय दस्तावेज.,,,,,,,,,
notorious,नावाडगें, कुप्रसिद्ध, कुख्यात.,,,,,,,
not sufficient,अपर्याप्त.,,,,,,,,,
novice,नवशिकें, नवखें.,,,,,,,,
nucleus ,केंद्रक पु, गाभो पु, मुद्ल अ.,,,,,,,
nuisance,उपद्रव पु, उपद्रवी व्यकती, कटकट स्त्री.,,,,,,,
null,बाद, निरर्थक, निरुपेगी, नूल.,,,,,,
null and void, बाद, रद्दबातल, बादबातील, पोक, पोल.,,,,,
nullify vt,बाद करप, निरुपेगी करप, नूल करप, निरर्थक करप, रद्दबातल करप, पोल करप.,,,,
number,संख्या स्त्री, आंकडो पु ,वचन (व्याकरण) अ.,,,,,,,
numbering,क्रम लावणी, आंकडे घालणी.,,,,,,,,
numeral,संख्यांक पु, अंक पु, संख्याचिन्न अ.,,,,,,,
numerical order,संख्यानुक्रम पु, आंकड्याक्रम पु, संख्याक्रम पु.,,,,,,,
nursery,शिशूघर अ, नर्सरी स्त्री, शिशूसंवर्धन केंद्र, रोपवाटिका स्त्री.,,,,,,
nutrition,पोशण अ, पुश्टी स्त्री.,,,,,,,,
oath, सोपूत पु.,,,,,,,,,
oath of allegiance,निश्‍ठा-सोपूत.,,,,,,,,,
oath of office,पद  सोपूत.,,,,,,,,,
oath of secrecy,गुपिताय सोपूत, गोपनीयताय सोपूत, गुप्तताय सोपूत.,,,,,,,
oath taking ceremony, सोपूत समारोह, सोपूत विधी.,,,,,,,,
obedience,आज्ञापालन अ, आज्ञाधारण अ.,,,,,,,,
obituary,मरण-लेख पू, मरण-कळोवणी स्त्री.,,,,,,,,
"object, vt",वस्तू स्त्री ,हेतू पु , हेत पु,हरकत घेवप, आक्षेप घेवप.,,,,,
objection,आक्षेप पु, हरकत स्त्री.,,,,,,,,
"objective,",उद्देश पु, वस्तूनिश्ठ.,,,,,,,,
objective type test,वस्तूनिश्ठ चांचणी.,,,,,,,,,
objectivity,वस्तूनिश्‍ठताय स्त्री.,,,,,,,,,
objects and reasons,उद्देश आनी कारणां.,,,,,,,,,
obligation,लागणूक स्त्री, कर्तव्य अ.,,,,,,,,
obligatory,लागणूकबद्ध, लागणुकी, कर्तव्यबद्ध.,,,,,,,
obscene,अश्लील.,,,,,,,,,
obscene gesture,अश्लील आंगविक्षेप, अश्लील हावभाव, अश्लील हातवारे.,,,,,,,
observance,पाळो पु, पालन अ, अनुवर्तन अ, विधी व्रत नेमनियम पु.,,,,,,
observation,निरिक्षण अ, पळोवणी स्त्री, नियाळणी स्त्री ,नियाळ पृ, अभिप्राय पृ.,,,,,
observational method,निरिक्षण पद्दत, पळोवणी पद्दत, नियाळणी पद्दत.,,,,,,,
observer, निरिक्षक पु/स्त्री, अभिक्षक पु/स्त्री.,,,,,,,,
obsolescence ,काळाभायरेपण अ, कालबाह्यताय स्त्री, अप्रचलन अ, अचालंतताय स्त्री.,,,,,,
obsolete,काळाभायरें कालबाह्य, अप्रचलीत, अचालंत.,,,,,,,
obstruct vt,आडावप, बाधा हाडप, विघ्न हाडप.,,,,,,,
obstruction,आडावणी स्त्री, अवरोध पु, आडखळ स्त्री, बाधा स्त्री, विघ्न अ.,,,,,
obvious,उकतें, प्रकट, सुस्पश्ट.,,,,,,,
occasional,प्रसंगीक, निमित्तीक.,,,,,,,,
occupancy ,अधिव्यापणी स्त्री, वयवाट स्त्री, आधिव्यापन अ.,,,,,,,
occupancy certificate,अधिव्यापणी प्रमाणपत्र, अधिव्यापन दाखलो, वयवाट दाखलो.,,,,,,,
occupancy right,अधिव्यापन अधिकार, वयवाट हक्‍क.,,,,,,,,
occupant,अधिव्यापी पु/स्त्री, वयवाटदार पु/स्त्री.,,,,,,,,
occupation,व्याप पु, पेशो पु, वेवसाय पु, धंदो पु, वावर-धंदो पु, कामधंदे पु.,,,,
occupational,वेवसायीक, पेशासंबंदी, व्यापबद्ध.,,,,,,,
occupational accident,वेवसायीक अपघात, पेशा संबंदी अपघात.,,,,,,,,
occupational family,वेवसायीक कुटुंब, पयशेकार घराबो.,,,,,,,,
"occupy vi, vi",व्यापप ,ताबो घेवप ,निवास करप, व्यग्र आसप, मग्न आसप, गुल्ल आसप (वावरांत बी)..,,,,
occurrence,घटना स्त्री, घडणूक स्त्री.,,,,,,,,
octroi duty,जकात शुल्क.,,,,,,,,,
off day, वावर मेकळो दीस.,,,,,,,,,
off duty,कामा-मेकळें, झुटये-मेकळें, ड्युटी-बाह्य.,,,,,,,
offence,अपराध पु, अतिक्रम पु ,अपमान पु, कायदेभंग पु.,,,,,,
offender,अपराधी पु/स्त्री, अतिक्रमी पु/स्त्री.,,,,,,,,
offensive,आक्रमण अ, घुरी स्त्री, हल्लो पु, चढाय स्त्री,अपमानकारी ,हळशीकावणें, घृणास्पद आक्रमक, घुरीघालणें चढायकारी.,,
"offer, vt",प्रस्ताव पु बोली (रक्‍कम) स्त्री प्रस्ताव दिविप तयारी दाखोवप, हेतू उकतावप.,,,,,,,,
offer of appointment,नेमणूक प्रस्ताव, नियुक्ती प्रस्ताव.,,,,,,,,
office,कचेरी स्त्री, कार्यालय अ, पद अ.,,,,,,,
office bearer,पदाधिकारी पू/स्त्री.,,,,,,,,,
office campus,कार्यालय प्राकार, कार्यालय परिसर.,,,,,,,,
office complex,कार्यालय संकूल.,,,,,,,,,
office copy,कार्यालयीन प्रत.,,,,,,,,,
office hours,कार्यालयीन अवधी, कार्यालयीन वेळ (वरां).,,,,,,,,
office layout,कार्यालय आंखणी, कार्यालय मांडावळ.,,,,,,,,
office maintenance,कार्यालय सांबाळणी, कार्यालय तिगोवणी, कार्यालय सांबाळ वेवस्था.,,,,,,,
office manual,कार्यालय नेमावळ, कार्यालय नेमपुस्तिका.,,,,,,,,
office memorandum,कार्यालय जाणपत्र.,,,,,,,,,
officeote,कार्यालय टिपण.,,,,,,,,,
office of profit,लावाचें पद्‌.,,,,,,,,,
office order,कार्यालयीन आदेश.,,,,,,,,,
office premises,कार्यालय आवार, कार्यालयीन सुवात.,,,,,,,,
officer,अधिकारी पु /स्त्री.,,,,,,,,,
office staff,कार्यालयीन कर्मचारीवर्ग.,,,,,,,,,
"official,",शासकी अधिकारी, कार्यालय अधिकारी ,अधिकृत, अधिकारीक सरकारी.,,,,,,
official benches,सरकार पक्ष.,,,,,,,,,
official business,सरकारी कामकाज ,अधिकृत काम, कार्यालयीन काम.,,,,,,,
official communication,अधिकृत कळोवणी, अधिकृत सुचना.,,,,,,,,
official correspondence,अधिकृत पत्रवेव्हार.,,,,,,,,,
officialdom,अधिकारशाय स्त्री.,,,,,,,,,
official duty,अधिकृत कार्य, अधिकृत काम, अधिकृत कर्तव्य.,,,,,,,
officialese,कार्यालयीन भास, कार्यालयीन परिभास.,,,,,,,,
official gallery,अधिकृत दालन.,,,,,,,,,
official language,राजभास स्त्री.,,,,,,,,,
officially adv,अधिकृतपणान, अधिकृत रितीन.,,,,,,,,
official report,अधिकृत अहवाल, अधिकृत वाको.,,,,,,,,
official secret,अधिकृत गुपीत, कार्यालयीन गूढ.,,,,,,,,
official version,अधिकृत वट, अधिकृत तर्जुमो, अधिकृत म्हणणें.,,,,,,,
officiating,प्रभारी, कार्यकारी.,,,,,,,,
officiating allowance,प्रभारी भत्तो, प्रभार भत्तो.,,,,,,,,
officiating appointment, प्रभारी नेमणूक, प्रभारी नियुक्ती.,,,,,,,,
officiating arrangement,प्रभारी वेवस्था.,,,,,,,,,
officiating capacity,प्रभारी तांक.,,,,,,,,,
officiating pay,प्रभार वेतन, प्रभारी वेतन.,,,,,,,,
officiating post,प्रभारी हुददो.,,,,,,,,,
off the job training,नोकरे भायलें प्रशिक्षण, नोकरे मेकळें प्रशिक्षण.,,,,,,,,
off the record,नोंदीबाह्य ,नोंदी भायलें.,,,,,,,,
okay (0.k.),मान्य, स्विकृत, अनुमोदीत.,,,,,,,
old age pension,जाणटेपण निवृत्ती वेतन, वृद्धत्व निवृत्ती वेतन, वार्धक्य निवृत्ती वेतन.,,,,,,,
ombudsman,लोकपाल पु/स्त्री.,,,,,,,,,
omission ,वगळणी स्त्री, वगळावणी स्त्री.,,,,,,,,
on account grant,हिशोबी अनुदान.,,,,,,,,,
on call,आपयतांच, तात्काळ आपयतत्पर, आक्ताक, आपयतांच.,,,,,,
on call payment,आक्ताक फारीकणी, तात्काळ फारिकणी.,,,,,,,,
on demand,मागणी तत्पर, मागतांच.,,,,,,,,
on deputation,प्रतिनियुक्तीचेर,,,,,,,,,
on duty,कामार, झुटयेर, ड्युटेर.,,,,,,,
one-man commission,एक वांगडी आयोग, एक सद्स्य आयोग.,,,,,,,,
onerous,भारादीक, कुस्तार, कठीण, दुर्वह.,,,,,,
one sided,एकपक्षी ,एकांगी, पक्षपाती, एकतरफी.,,,,,,
one-to-one correspondence,एकाक एक संगती, एकाक एक जुळणी.,,,,,,,,
one way traffic,एकतरफी येरादारी.,,,,,,,,,
on line,संपर्कार, संपर्कात (ई-संपर्क बी), ससंपर्कीत, संपर्का सयत.,,,,,,
on probation,पारखणी -अवधीचेर, पारखणेचेर, परिविक्षाधीन पारखणे अधीन.,,,,,,,
on special duty,खाशेल्या कामार, विशेश कार्यार्थ.,,,,,,,,
on the job training,नोकरे वयलें प्रशिक्षण.,,,,,,,,,
onus,भारदायित्व अ, जोखीम स्त्री, जापसालकी स्त्री.,,,,,,,
open advertisement,उकती जायरात.,,,,,,,,,
open communication,मुक्‍त संपर्क, उकती कळोवणी, मुक्‍त संचार.,,,,,,,
open competitive test,उकती स्पर्धात्मक चांचणी, मुक्त स्पर्धेय चांचणी.,,,,,,,,
open delivery,उकती पावोवणी (माल बी).,,,,,,,,,
open discussion,उकती चर्चा, मेकळी भासाभास.,,,,,,,,
open door system,उकतें दार प्रणाली, मुक्तद्वार प्रणाली.,,,,,,,,
open fire,फारपेट करप, गोळीबार करप.,,,,,,,,
"opening ,",उकतावण अ, सुरवात स्त्री, भेग स्त्री, बोंथो पु ,संद स्त्री, रिक्‍ती स्त्री ,सुरवाती.,,,
opening balance,सुरवाती-शिल्लक.,,,,,,,,,
opening hours,कामकाज अवधी, कामकाज वेळ.,,,,,,,,
open letter,उकती चीट.,,,,,,,,,
open market,मुक्‍त बाजार.,,,,,,,,,
open market policy,मुक्‍त बाजार धोरण.,,,,,,,,,
open plan office,मुक्‍त येवजण कार्यालय.,,,,,,,,,
open school,मुक्‍त विद्यालय.,,,,,,,,,
open secret,उकतें गुपीत.,,,,,,,,,
open session,उकतें अधिवेशन, खुलं अधिवेशन.,,,,,,,,
open space,उकती सुवात.,,,,,,,,,
open day,मुक्‍त दीस, उकतो दीस, खुलो दीस (शाळेचो बी).,,,,,,,
open system,मुक्‍त वेवस्था, उकती पद्दत, मुक्त प्रणाली.,,,,,,,
open tender,उकती निविदा.,,,,,,,,,
open training/learning,मुक्‍त प्रशिक्षण/शिक्षण.,,,,,,,,,
open university,मुक्‍त विद्यापीठ.,,,,,,,,,
operating costs,परिचालन खर्च.,,,,,,,,,
operating staff,परिचालन कर्मचारीवर्ग.,,,,,,,,,
operation,शस्त्रक्रिया स्त्री, ऑपरेशन अ, प्रचालन अ, परिचालन अ, विशेश मोहीम.,,,,,
operational budget,प्रचालनी अदमासपत्र, प्रचालनी अर्थसंकल्प.,,,,,,,,
operational expenses,प्रचालनी खर्च.,,,,,,,,,
operational planning,प्रचालनी येवजण.,,,,,,,,,
operational research,प्रचालनी संशोधन.,,,,,,,,,
operation immediate,तात्काळ कारवाय, तत्काळ कार्यवाही.,,,,,,,,
operations review,कार्यचालन नियाळ.,,,,,,,,,
operative,प्रचालीत, कार्यचालीत प्रभावशाली, सक्षम.,,,,,,,
opinion,मत अ, अभिप्राय पु.,,,,,,,,
opinion poll,जनमतकौल पु.,,,,,,,,,
opportune moment,सुयोग्य खीण, समयोचीत खीण, ससंदी खीण.,,,,,,,
opportunity,संद स्त्री.,,,,,,,,,
opposition, विरोध ,विरोधी पक्ष.,,,,,,,,
optimum utilization,उत्तमोत्तम वापर, बर्‍यांत बरी उपेगिता.,,,,,,,,
option,पर्याय पु, विकल्प पु.,,,,,,,,
optional,पर्यायी, विकल्पी.,,,,,,,,
oral,तोंडी, मौखीक.,,,,,,,,
oral admission,तोंडी मान्यताय ,मौखीक कबुली, मौखीक प्रवेश.,,,,,,,
oral consultation,तोंडी मसलत, तोंडी सल्लोघेणी.,,,,,,,,
oral evidence,मौखीक गवायकी, तोंडी गवायकी.,,,,,,,,
orally adv,तोंडान, मुखान.,,,,,,,,
oral warning,तोंडी शिटकावणी, मौखीक समज.,,,,,,,,
"order, vt",आदेश पु, आज्ञा स्त्री, वेवस्था स्त्री, मांडणी स्त्री, क्रम पु, आदेश दिवप.,,,,
order cheque,आदेश चेक ,नेमणूक आदेश, नेमणूक क्रम.,,,,,,,
order of appointment,गुणानुक्रम पु, योग्यताय क्रम.,,,,,,,,
order of merit,पूर्वताय क्रम.,,,,,,,,,
order of precedence,प्राथमिकताय क्रम, अग्रताय क्रम.,,,,,,,,
order of priority,आरक्षण क्रम.,,,,,,,,,
order of reservation,वरिश्‍ठताय क्रम.,,,,,,,,,
order of seniority,अध्यादेश पु.,,,,,,,,,
ordinance,सामान्य कॉल.,,,,,,,,,
ordinary call,सामान्य वांगडी, साधारण सदस्य.,,,,,,,,
ordinary member,शस्त्रास्त्र कारखानो , शस्त्रागार कारखानो.,,,,,,,,
ordnance factory,संगठीत क्षेत्र.,,,,,,,,,
organization, संघटना स्त्री ,संघटन अ ,आयोजन अ, वेवस्था स्त्री.,,,,,,
organizational climate,संघटनीय वातावरण, संघनात्मक वातावरण.,,,,,,,,
organizational structure,संघटनीय बांदावळ, संघटनात्मक संरचना.,,,,,,,,
organization and system,संघटन आनी प्रणाली.,,,,,,,,,
organization chart,संघटन तकटो, वेवस्था तकटो.,,,,,,,,
organization pyramid,संघटन पिरॅमीड, संघटन उतरंड.,,,,,,,,
organization theory,संघटन सिद्धांत.,,,,,,,,,
organize vt,आयोजीत करप, संघटीत करप, संयोजन करप.,,,,,,,
organizer,संघटक पु/स्त्री, संयोजक पु/स्त्री, आयोजक पु/स्त्री.,,,,,,,
organizing committee,आयोजन समिती.,,,,,,,,,
organizing secretary,आयोजन सचीव.,,,,,,,,,
oriental,प्राच्य, उदेन्ती, पुर्वीय, पूर्वदेशी.,,,,,,
orientation,दिकादर्शन अ, अभिमुखन अ, उन्मुखन अ.,,,,,,,
orientation course,अभिमुखन अभ्यासक्रम, दिकादर्शन पाठ्यक्रम.,,,,,,,,
orientation training programme,अभिमुखन प्रशिक्षण कार्यावळ ,दिकादर्शन प्रशिक्षण कार्यावळ.,,,,,,,,
oriented,उन्मूख, दिकादर्शीत.,,,,,,,,
original,मूळ, प्राथमीक, पूर्व, प्रारंभीक, अस्सल, कल्पक, स्वतंत्र ,अस्सल (प्रत बी).,,
original copy,अस्सल प्रत, मूळ पत्र.,,,,,,,,
original cost,मूळ खर्च.,,,,,,,,,
original deed,मूळ विलेख.,,,,,,,,,
original department,मूळ विभाग.,,,,,,,,,
original documents,मूळ दस्तावेज.,,,,,,,,,
original member,मूळ वांगडी, मूळ सदस्य, प्रारंभीक सद्स्य.,,,,,,,
original sale deed,मूळ विकरी विलेख.,,,,,,,,,
orphanage ,अनाथालय अ, अनाथाश्रम पु.,,,,,,,,
ostensible ,दृश्यमान, दिश्टीपडीत दिखावटी, दिखावू.,,,,,,,
other backward classes ,हेर मागास वर्ग, हेर फाटसार वर्ग.,,,,,,,,
outbreak,उद्रेक पु, उपरासणी स्त्री, प्रादुर्भाव (दुर्येस बी) पु ,विस्फोट पू, सुरवात स्त्री.,,,,,
outfit allowance,पोशेग भत्तो, परिधान भत्तो, पोशाख भत्तो.,,,,,,,
out-going ,निवृत्तमान, निर्गांमी भायरवचणें, बहिर्गामी ,आत्मविश्‍वास पुराय ,इश्टवर्तनी.,,,,,
out-going file,भायखचणी फायल, निर्गमी फायल.,,,,,,,,
out-house,घरा भायली रावतिका, बाह्यगृह सदन, बाह्यगृह अ.,,,,,,,
outlay,खर्च  पु, परिव्यय पु.,,,,,,,,
outlet,निर्गमिका स्त्री, निर्गम वाट.,,,,,,,,
outline ,रूपरेखा स्त्री, बाह्यकृती स्त्री ,संक्षिप्त वर्णन.,,,,,,,
outlook ,दिश्टीकोण पु, रागरंग पु.,,,,,,,,
outlying areas,  पयशिलो वाठार पु, पयशिहें क्षेत्र, दुरस्थ वाठार.,,,,,,,
out of court,न्यायालया भायर.,,,,,,,,,
out of date,तारखे भायरें, तारखे भायर.,,,,,,,,
out of order,नादुरुस्त.,,,,,,,,,
out of pocket (expenses),रोख (खर्च).,,,,,,,,,
out of print,(मुद्रीत प्रत) अनुपलब्ध.,,,,,,,,,
out of turn,क्रमबाह्य, क्रमा भायरें, पाळये भायर.,,,,,,,
out of turn allotment,क्रमबाह्य वांटणी, पाळये भायर वांटणी.,,,,,,,,
out of work,कामा भायरें, कामा विरयत.,,,,,,,,
out placement,अन्यत्र स्थानन, हेर कडेन स्थानन.,,,,,,,,
outpost,शीमचौकी स्त्री, मेट स्त्री.,,,,,,,,
output,उत्पादन अ, उत्पाद अ.,,,,,,,,
output bonus,उत्पाद लाबांश, उत्पाद बोनस.,,,,,,,,
outright purchase,थेट खरेदी.,,,,,,,,,
out source,बाह्यस्रोत पु, बाह्यम-साधनस्रोत पु, बाह्यख्रोतन करप, खंडीत दिवप (काम बी).,,,,,,
outstanding ,उत्कृश्ट, श्रेठतम (बाकी) ,उरीत (रीण बी).,,,,,,,
outstanding advance,(बाकी) उरीत अग्रीम, अप्राप्त अग्रीम.,,,,,,,,
outstanding balance,उरीत बाकी, अप्राप्त बाकी, थकबाकी.,,,,,,,
outstation ,बहिर्गाँव पु, भायलो गांव, भायल्या गांवचें ,बहिगांवचें.,,,,,,
outstation allowance,बहिर्गांव भत्तो.,,,,,,,,,
out stock,सांठो अनुपलब्ध, कोठी रिती.,,,,,,,,
outvote ,मतपराजीत करप मत-हार पडप.,,,,,,,,,
outward register ,निर्गम नोंदपटी, भायर वचणी नोंदपटी, जावक नोंदपटी.,,,,,,,
outward returns,जावक परतावो.,,,,,,,,,
outwork ,बाह्यकार्य अ, बाह्यकाम अ.,,,,,,,,
outworker ,बाह्यकर्मचारी पु/स्त्री.,,,,,,,,,
ovation,जयजयकार पु.,,,,,,,,,
over achiever,अतिलक्ष्य साधक, अतिलक्ष्य साधपी.,,,,,,,,
over age,अतिपिरायीत.,,,,,,,,,
overall,सरसकट, समावेशक.,,,,,,,,
overall charges,सरसकट अधिभार ,समावेशक अधिकार.,,,,,,,,
overall deficit,सरसकट उणाव, समावेशक तूट, समावेशक लुकसाण.,,,,,,,
over billing,अतिबिलन, अतिबील आकारणी.,,,,,,,,
over bridge,उड्डाण पूल.,,,,,,,,,
overcharge ,अतिभार पु, अतिवसुली स्त्री, चडावत आकारप.,,,,,,,
over crowding,अतिगर्दी स्त्री, अतिगचमुड्डी स्त्री, अतिभरणी स्त्री.,,,,,,,
overdue ,अतिदेय, थकीत (देय).,,,,,,,,
overdue payment,थकीत फारीकणी अतिदेय फारीकणी.,,,,,,,,,
over estimate,चडीत अदमास, अती अदमास पु.,,,,,,,,
overhauling,पूर्णदुसुस्ती स्त्री, पुरायदुरुस्ती स्त्री.,,,,,,,,
overhead charge,वयलो खर्च ,वयलो अधिभार.,,,,,,,,
overhead expenses,वयलो खर्च.,,,,,,,,,
over invoicing,वाडीव पुरवणबील.,,,,,,,,,
overlapping ,परव्यापी, अतिव्याप्त अतिव्यापी.,,,,,,,,
overleaf ,परत्या पानार.,,,,,,,,,
overmanned , अतिभरतीकृत, अतिभरतीत.,,,,,,,,
overpaid, अतिफारिकीत, अतिफेडीत.,,,,,,,,
over-payment,अतिफारीकणी स्त्री, अतिफेडणी स्त्री.,,,,,,,,
over-population,अतिलोकसंख्या खत्री, बहुलोकसंख्या स्त्री.,,,,,,,,
over-qualified,अतिपात्र.,,,,,,,,,
over representation,अतिप्रतिनिधित्व अ, चडीत प्रतिनिधित्व.,,,,,,,,
overriding,अधिभावी, सर्वोपरी.,,,,,,,,
over riding priority,सर्वोपरी प्राथमीकताय,.,,,,,,,,
overrun ,बालांडप, माडोवप.,,,,,,,,
overseas allowance,विदेश भत्तो.,,,,,,,,,
overseas pay,विदेश वेतन.,,,,,,,,,
oversight,नदर्चूक स्त्री.,,,,,,,,,
overtime,अतिवेळ पु, ओव्हस्टायम पु.,,,,,,,,
overtime allowance,अतिवेळ भत्तो, अतिरिक्त वेळ भत्तो.,,,,,,,,
overtime pay,अतिवेळ वेतन.,,,,,,,,,
overvaluation,अतिमुल्यन अ, अतिमोलांकन अ.,,,,,,,,
overwork ,अतिश्रम करप, अतिवावरप ४ अतिश्रम युभो, अतिवावुरणी स्त्री.,,,,,,,
over-writing ,खाडाखोड स्त्री.,,,,,,,,,
owner's risk,मालकाची जोखीम.,,,,,,,,,
owner-occupier,स्वयंवासी मालक राबितोकार (कान्न).,,,,,,,,,
ownership,मालकी स्त्री.,,,,,,,,,
owning authority,मालकी अधिकारिणी.,,,,,,,,,
owning department,मालकी विभाग, मालक विभाग.,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
package,पॅकेज स्त्री, पठ्ठाळी स्त्री, पठ्ठाळो पू, संचबद्ध स्त्री.,,,,,,
package benefits,पॅकेज लाव पु, पठ्ठाळी लाव पु.,,,,,,,,
package deal,पॅकेज सौदो, संचात्म सौदो, संचबद्ध सौदो.,,,,,,,
package programme,पॅकेज कार्यावळ.,,,,,,,,,
package proposal,संचात्म प्रस्ताव, पॅकेज प्रस्ताव.,,,,,,,,
pack-animal,भारवाही जनावर, भारवाही प्राणी.,,,,,,,,
packer,पॅकर पु/स्त्री,माल भरणेकार (कान्न).,,,,,,,,
packet,पुडी स्त्री, पुडो पु, पट्टाळें अ.,,,,,,,
packing,मालभरणी स्त्री, माल बांदणी ,भरणें साहित्य.,,,,,,,
packing and marking,भरणी आनी चितन्नावणी.,,,,,,,,,
packing list,भरणी वळेरी.,,,,,,,,,
pact,कबलात स्त्री ,समेट पु.,,,,,,,,
pad,पॅड अ.,,,,,,,,,
page making,पृश्ठनिर्मणी स्त्री, पाननिर्मणी (पुस्तकांची बी) स्त्री.,,,,,,,,
pager,पृश्ठक अ, पेजर प्र.,,,,,,,,
pagination,पानांकन अ.,,,,,,,,,
paid,फारिकीत, सवेतन, वेतना सयत, पगारी.,,,,,,
paid up capital,फारिकीत भांडवल.,,,,,,,,,
"paint, vt",रंग पु, पेंट पु ,रंगोवप, चितारप.,,,,,,
painter,चित्रकार पु/स्त्री, रंगारी पु/स्त्री.,,,,,,,,
pamphlet ,पत्रक अ, पुस्तिका स्त्री, पॅम्फलेट स्त्री.,,,,,,,
panel, तज्ञावळ स्त्री, तज्ञगणवळेरी स्त्री, पॅनल अ, तज्ञ नामावळ, तज्ञमंडळ अ.,,,,,
panic,आकांत  पु, दचको पु.,,,,,,,,
paper,कागद्‌ पु, पत्र अ, कागदपत्र अ ,प्रपत्र अ, लेख प्रस्नपत्रिका स्त्री.,,,,,
paper seal,कागदी म्होर.,,,,,,,,,
paper work,कागदी वावर.,,,,,,,,,
para (paragraph),परिच्छेद पु, पॅरा पु,परिच्छेद कुरू.,,,,,,,
paradigm,प्रमाण नमुनो, आदर्शक पु.,,,,,,,,
paradox,विरोधाभास पु,.,,,,,,,,
paragraphing,परिच्छेदून अ, परिच्छेदीकरण अ.,,,,,,,,
parallel,समानान्तर ,जुळटें.,,,,,,,,
"paralyse v, vi",ठप्प करप, गती आडावप ,आर मारप, आरीचें जावप.,,,,,,
paramedical,निमवैजकी.,,,,,,,,,
paramilitary forces,निमसैनिकी दळां, अर्दसैनिकी दळां.,,,,,,,,
paramount,परम, सर्वोच्च (अधिकारान बी).,,,,,,,,
"parasite,",बेनुल्ल स्त्री ,परजिवी.,,,,,,,,
parcel,पार्सल अ.,,,,,,,,,
"pardon, vt",भोगसणें अ, माफी स्त्री, भोगसप, माफ करप.,,,,,,
parent,जल्मदातो (दाती), जल्मदिवपी पु/स्त्री, जनक पू/स्त्री, आवय वा बापूय मुखेल, मूळ.,,,,,
parentage,जनकत्व अ.,,,,,,,,,
parental,जनकीय, जल्मदात्या संबंदीचें.,,,,,,,,
parent office,मूळ कार्यालय.,,,,,,,,,
parentspl,आवय-बापूय अभो, मायबाप अभो, जल्मदातीं अभो.,,,,,,,
par excellence,उत्कृश्ट, उत्तमोत्तम.,,,,,,,,
pari passu,समगतीन.,,,,,,,,,
parity,समदर्जो पु, समप्रमाण अ, सममुल्य अ.,,,,,,,
parity of exchange,समप्रमाण विनिमय.,,,,,,,,,
parity price,सममुल्य दर.,,,,,,,,,
parliament,संसद स्त्री.,,,,,,,,,
parliamentary,संसदीय.,,,,,,,,,
parole,पॅरोल पु, अभिवचन अ, सुटका उतर, सुटका स्त्री.,,,,,,
part,भाग पु, अंश पु, कुडको पु,भुमिका स्त्री,वेगळावप, वेगळें जावप.,,,,
part delivery,वेगळावप, वेगळें जावप.,,,,,,,,
part file,अंश-पाठोवणी स्त्री.,,,,,,,,,
partial,खंड-फायल स्त्री, पार्ट फायल.,,,,,,,,
partial ,अंशीक, अपुरे ,पक्षपाती.,,,,,,,
partial disability,अंशीक अपंगुळताय, अंशीक दुबळेपण.,,,,,,,,
partiality,पक्षपात पु.,,,,,,,,,
partial modification,अंशीक फेरबदल.,,,,,,,,,
participant,सहभागी पु/स्त्री, वांटेकार (कान्न).,,,,,,,,
participate vi,वांटो घेवप, सहभागी जावप.,,,,,,,,
participation,वांटो पु, सहभाग पु.,,,,,,,,
participative,सहभागशील.,,,,,,,,,
particular,खास, विशेश, विशिश्ट, अमकें.,,,,,,
particularspl,  तपशील पु, बारीक म्हायती.,,,,,,,,
partition,वांटणी स्त्री फाळणी स्त्री विभाजन अ, विभागणी स्त्री.,,,,,,,,
partner,वांटेली पु/स्त्री, भागीदार पु/ स्त्री.,,,,,,,,
partnership,भागी स्त्री, भागीदारी स्त्री.,,,,,,,,
partnership deed,भागीदारी विलेख.,,,,,,,,,
part payment,अंशीक फारीकणी.,,,,,,,,,
part-time,अंशकालीक, अर्दवेळ.,,,,,,,,
part-time employment,अर्दवेळ रोजगार.,,,,,,,,,
party,पक्ष पु, पार्टी स्त्री, दळ अ पार्टी स्त्री, सहभोजन अ, मेजवानी स्त्री.,,,,,
party in power,सत्ताधारी पक्ष.,,,,,,,,,
par value,सममूल्य, सममोल.,,,,,,,,
pass ,प्रवेशिका स्त्री, पास पु, प्रवेशपत्र अ, उत्तीर्ण जावप, पास जावप ,पारीत करप, उत्तीर्ण करप.,,,
passage,वाट स्त्री, मार्ग पु, प्रवासपथ पु.,,,,,,,
passed,पारीत.,,,,,,,,,
passbook ,पासबूक पु.,,,,,,,,,
passenger,यात्री पु/स्त्री, प्रवासी पु/स्त्री.,,,,,,,,
passenger manifest,प्रवासी वळेरी.,,,,,,,,,
passive,निश्‍क्रीय.,,,,,,,,,
passport,पारपत्र अ, पासपोर्ट पु.,,,,,,,,
password,संकेतशब्द पर, पासवर्ड पु.,,,,,,,,
"paste, vt",लेप पु, पेस्ट स्त्री , दकोवप, दसोवप, चिकटावप.,,,,,
past service,पूर्व सेवा.,,,,,,,,,
patent,पेटंट अ.,,,,,,,,,
